_id, propertyAvail, locationName, photoUrl, price, rating, reviewCount
402,Private room • Laurietown,"Strategic Home in Stantonberg",https://s3.amazonaws.com/similar-homes-module/city/city822.jpg,896,4,427
403,Hotel Room • Morarfurt,"Sticky Suite in North Aliciafurt",https://s3.amazonaws.com/similar-homes-module/city/city832.jpg,472,3,245
404,Hotel Room • Charlotteborough,"Open-source Loft in East Jody",https://s3.amazonaws.com/similar-homes-module/city/city449.jpg,1393,2.5,471
405,Hotel Room • Judsonside,"Revolutionary Bungaloo in New Pasquale",https://s3.amazonaws.com/similar-homes-module/city/city519.jpg,842,2.5,390
406,Private room • Twilatown,"Robust Duplex in South Kelton",https://s3.amazonaws.com/similar-homes-module/city/city849.jpg,1396,3,108
407,Private room • New Julietfurt,"Customized Loft in Port Martine",https://s3.amazonaws.com/similar-homes-module/city/city690.jpg,1111,4.5,238
408,Private room • Gleasonborough,"Enterprise Town-Home in South Rexshire",https://s3.amazonaws.com/similar-homes-module/city/city331.jpg,725,5,670
409,Entire home • South Thaddeusside,"Enterprise Suite in Hassanside",https://s3.amazonaws.com/similar-homes-module/city/city243.jpg,1190,4.5,440
410,Hotel Room • Lake Braeden,"Leading-edge Terrace in East Katelin",https://s3.amazonaws.com/similar-homes-module/city/city224.jpg,1554,5,317
411,Hotel Room • Nickolasmouth,"Global Studio in Erynfurt",https://s3.amazonaws.com/similar-homes-module/city/city151.jpg,1679,4.5,755
412,Hotel Room • East Gabriel,"Web-enabled Home in Patsyshire",https://s3.amazonaws.com/similar-homes-module/city/city131.jpg,1258,4.5,741
413,Entire home • Port Alfred,"End-to-end Loft in West Myrnafurt",https://s3.amazonaws.com/similar-homes-module/city/city65.jpg,447,4,186
414,Hotel Room • Kelleyton,"Holistic Vacation-House in Lianaton",https://s3.amazonaws.com/similar-homes-module/city/city687.jpg,1613,4,593
415,Private room • North Birdie,"Granular Duplex in Naderstad",https://s3.amazonaws.com/similar-homes-module/city/city846.jpg,1425,3.5,545
416,Private room • Vincentside,"24/7 Cabin in Francesland",https://s3.amazonaws.com/similar-homes-module/city/city123.jpg,1014,3,658
417,Entire home • Baumbachside,"Cutting-edge Apartment in Sawaynview",https://s3.amazonaws.com/similar-homes-module/city/city747.jpg,142,3.5,649
418,Private room • East Milesfort,"Clicks-and-mortar Chalet in Brodybury",https://s3.amazonaws.com/similar-homes-module/city/city142.jpg,573,3,158
419,Hotel Room • Tyreekfurt,"Intuitive Penthouse in Champlinfort",https://s3.amazonaws.com/similar-homes-module/city/city466.jpg,581,5,565
420,Hotel Room • Lake Winston,"Innovative Bungaloo in Kileyside",https://s3.amazonaws.com/similar-homes-module/city/city666.jpg,1861,3.5,449
421,Hotel Room • Krisland,"Extensible Studio in New Rickberg",https://s3.amazonaws.com/similar-homes-module/city/city1007.jpg,1391,4,573
422,Hotel Room • West Herminiotown,"Sexy Condo in Jennyferland",https://s3.amazonaws.com/similar-homes-module/city/city763.jpg,1809,3.5,772
423,Entire home • Botsfordside,"Distributed Apartment in East Fannie",https://s3.amazonaws.com/similar-homes-module/city/city411.jpg,509,3,193
424,Entire home • Lake Halie,"Global Loft in Mertzstad",https://s3.amazonaws.com/similar-homes-module/city/city25.jpg,1193,5,668
425,Private room • Port Glendafort,"Viral House in North Ameliemouth",https://s3.amazonaws.com/similar-homes-module/city/city832.jpg,532,3.5,621
426,Private room • Port Maximilliamouth,"Intuitive Home in South D'angeloville",https://s3.amazonaws.com/similar-homes-module/city/city714.jpg,194,4,675
427,Private room • East Emmyside,"One-to-one Yurt in East Obie",https://s3.amazonaws.com/similar-homes-module/city/city493.jpg,1018,2.5,715
428,Hotel Room • Port Euna,"Integrated Chalet in East Andre",https://s3.amazonaws.com/similar-homes-module/city/city371.jpg,977,3,24
429,Hotel Room • Smithside,"Sticky Yurt in West Damian",https://s3.amazonaws.com/similar-homes-module/city/city810.jpg,1495,3.5,534
430,Private room • Morissettemouth,"One-to-one Condo in Lake Houstonport",https://s3.amazonaws.com/similar-homes-module/city/city268.jpg,976,3,666
431,Private room • Sauerstad,"Seamless Loft in New Gunner",https://s3.amazonaws.com/similar-homes-module/city/city482.jpg,1343,2.5,551
432,Private room • Champlinport,"Leading-edge Studio in Lake Sisterside",https://s3.amazonaws.com/similar-homes-module/city/city907.jpg,1016,4.5,176
433,Entire home • South Gilberto,"Bleeding-edge Cabin in New Lafayettetown",https://s3.amazonaws.com/similar-homes-module/city/city453.jpg,1247,5,509
434,Entire home • North Cotyfort,"Synergistic Duplex in West Reyesport",https://s3.amazonaws.com/similar-homes-module/city/city968.jpg,289,3,704
435,Entire home • Arahaven,"Out-of-the-box Vacation-House in Port Tyrese",https://s3.amazonaws.com/similar-homes-module/city/city252.jpg,342,4.5,183
436,Hotel Room • Fadelchester,"Bleeding-edge Vacation-House in East Mellie",https://s3.amazonaws.com/similar-homes-module/city/city212.jpg,271,5,580
437,Hotel Room • West Maureenton,"Interactive Loft in North Nayeli",https://s3.amazonaws.com/similar-homes-module/city/city793.jpg,773,3.5,163
438,Hotel Room • West Connor,"One-to-one Terrace in Ziemetown",https://s3.amazonaws.com/similar-homes-module/city/city385.jpg,1553,3.5,522
439,Private room • Blickchester,"Front-end Terrace in North Zane",https://s3.amazonaws.com/similar-homes-module/city/city97.jpg,1245,3,210
440,Hotel Room • Dexterburgh,"Proactive Bungaloo in North Alvah",https://s3.amazonaws.com/similar-homes-module/city/city549.jpg,1172,2.5,703
441,Entire home • Waterschester,"Innovative Bungaloo in South Chase",https://s3.amazonaws.com/similar-homes-module/city/city246.jpg,611,2.5,665
442,Entire home • Schulistberg,"24/7 Bungaloo in Chasityhaven",https://s3.amazonaws.com/similar-homes-module/city/city623.jpg,1529,3.5,336
443,Hotel Room • North Daniela,"Wireless Condo in Orvilleton",https://s3.amazonaws.com/similar-homes-module/city/city17.jpg,656,5,260
444,Entire home • Bartolettibury,"Web-enabled Loft in Mertieberg",https://s3.amazonaws.com/similar-homes-module/city/city5.jpg,1204,5,666
445,Entire home • Lake Maciebury,"Transparent Chalet in Rowanside",https://s3.amazonaws.com/similar-homes-module/city/city581.jpg,336,5,145
446,Entire home • Langworthborough,"Value-added Cabin in Naomiefort",https://s3.amazonaws.com/similar-homes-module/city/city200.jpg,994,3,465
447,Entire home • East Brycenstad,"Ubiquitous Cabin in Port Lavadatown",https://s3.amazonaws.com/similar-homes-module/city/city517.jpg,1199,4.5,38
448,Entire home • Port Bomouth,"Cross-media Home in Yostland",https://s3.amazonaws.com/similar-homes-module/city/city626.jpg,568,3,420
449,Entire home • Jacobimouth,"Open-source Yurt in Carterville",https://s3.amazonaws.com/similar-homes-module/city/city332.jpg,1346,3.5,179
450,Hotel Room • Cummingsmouth,"Ubiquitous Yurt in West Kevinborough",https://s3.amazonaws.com/similar-homes-module/city/city293.jpg,1412,5,659
451,Entire home • Domenicland,"Impactful Loft in Dibbertport",https://s3.amazonaws.com/similar-homes-module/city/city743.jpg,1376,3,467
452,Hotel Room • Geovanniberg,"Intuitive Cabin in Colinhaven",https://s3.amazonaws.com/similar-homes-module/city/city110.jpg,733,5,479
453,Hotel Room • Lake Reymundoville,"Next-generation Loft in Simonisshire",https://s3.amazonaws.com/similar-homes-module/city/city567.jpg,333,4.5,714
454,Hotel Room • Thompsontown,"Proactive Condo in Funkview",https://s3.amazonaws.com/similar-homes-module/city/city507.jpg,1204,2.5,561
455,Hotel Room • Pacochashire,"Value-added Home in East Elena",https://s3.amazonaws.com/similar-homes-module/city/city398.jpg,550,5,373
456,Private room • Rolandomouth,"Cross-platform Vacation-House in Ullrichberg",https://s3.amazonaws.com/similar-homes-module/city/city742.jpg,1040,3.5,109
457,Private room • Lake Diamondland,"Cross-platform Town-Home in Trompview",https://s3.amazonaws.com/similar-homes-module/city/city38.jpg,998,3,398
458,Hotel Room • North Earlenefurt,"Real-time House in Schillermouth",https://s3.amazonaws.com/similar-homes-module/city/city46.jpg,1783,4,408
459,Hotel Room • Orvilleborough,"Back-end Vacation-House in South Celestino",https://s3.amazonaws.com/similar-homes-module/city/city860.jpg,1353,4.5,616
460,Hotel Room • West Melodyport,"Global Vacation-House in Raynorberg",https://s3.amazonaws.com/similar-homes-module/city/city685.jpg,1953,5,27
461,Private room • Bartellmouth,"Sticky Apartment in Fabiolamouth",https://s3.amazonaws.com/similar-homes-module/city/city969.jpg,798,4.5,200
462,Entire home • Dayanaburgh,"B2C Terrace in New Vanstad",https://s3.amazonaws.com/similar-homes-module/city/city956.jpg,534,4.5,563
463,Entire home • Kailynfurt,"Ubiquitous Apartment in New Kylaville",https://s3.amazonaws.com/similar-homes-module/city/city571.jpg,901,4.5,560
464,Entire home • East Dixie,"Robust Suite in Harveyshire",https://s3.amazonaws.com/similar-homes-module/city/city102.jpg,1376,4.5,461
465,Hotel Room • Port Delbertmouth,"Frictionless Cabin in Kamrenfort",https://s3.amazonaws.com/similar-homes-module/city/city348.jpg,1700,5,24
466,Entire home • West Lorenzo,"Visionary Studio in Corbinburgh",https://s3.amazonaws.com/similar-homes-module/city/city530.jpg,654,5,67
467,Private room • Lake Alanisbury,"Virtual Penthouse in East Salvatoreside",https://s3.amazonaws.com/similar-homes-module/city/city856.jpg,304,4.5,631
468,Private room • Boehmchester,"Next-generation House in Dylantown",https://s3.amazonaws.com/similar-homes-module/city/city878.jpg,1436,4,498
469,Entire home • Mullerside,"One-to-one Town-Home in East Betsy",https://s3.amazonaws.com/similar-homes-module/city/city176.jpg,671,5,710
470,Private room • Port Demetris,"Customized Penthouse in East Ebba",https://s3.amazonaws.com/similar-homes-module/city/city270.jpg,702,5,140
471,Hotel Room • Herzogside,"24/7 Chalet in Ornmouth",https://s3.amazonaws.com/similar-homes-module/city/city35.jpg,813,2.5,480
472,Private room • Port Agnesbury,"Impactful Villa in South Reanna",https://s3.amazonaws.com/similar-homes-module/city/city660.jpg,633,2.5,577
473,Hotel Room • North Toy,"Bleeding-edge Studio in South Naomiemouth",https://s3.amazonaws.com/similar-homes-module/city/city142.jpg,958,3.5,649
474,Private room • New Sharonhaven,"Dynamic Penthouse in West Kennethland",https://s3.amazonaws.com/similar-homes-module/city/city835.jpg,1676,4,739
475,Private room • West Celestinebury,"Leading-edge House in North Iva",https://s3.amazonaws.com/similar-homes-module/city/city505.jpg,1374,3.5,636
476,Private room • Croninstad,"Global Cabin in Thompsonview",https://s3.amazonaws.com/similar-homes-module/city/city495.jpg,1683,2.5,396
477,Entire home • Port Karlview,"Dot-com Condo in North Torrey",https://s3.amazonaws.com/similar-homes-module/city/city244.jpg,343,4.5,529
478,Entire home • Matildeville,"Visionary Home in Steviefort",https://s3.amazonaws.com/similar-homes-module/city/city616.jpg,1660,5,436
479,Hotel Room • New Amani,"Proactive Terrace in Jimmieton",https://s3.amazonaws.com/similar-homes-module/city/city636.jpg,600,4.5,479
480,Private room • Conroyview,"Strategic Vacation-House in Croninfurt",https://s3.amazonaws.com/similar-homes-module/city/city573.jpg,167,5,325
481,Private room • Boscohaven,"Distributed Home in Merlchester",https://s3.amazonaws.com/similar-homes-module/city/city275.jpg,1528,5,257
482,Private room • New Nella,"Back-end Vacation-House in South Neal",https://s3.amazonaws.com/similar-homes-module/city/city197.jpg,366,5,773
483,Entire home • East Kaleytown,"Holistic Home in Smithton",https://s3.amazonaws.com/similar-homes-module/city/city908.jpg,1484,2.5,224
484,Private room • Terenceborough,"24/365 Penthouse in McKenzieland",https://s3.amazonaws.com/similar-homes-module/city/city15.jpg,1715,3.5,201
485,Entire home • Floridaburgh,"Ubiquitous Apartment in East Odafort",https://s3.amazonaws.com/similar-homes-module/city/city973.jpg,1952,3,246
486,Entire home • Stokesmouth,"Mission-critical Penthouse in Sophieberg",https://s3.amazonaws.com/similar-homes-module/city/city166.jpg,476,4.5,323
487,Entire home • Baileyborough,"Dot-com Suite in South Tate",https://s3.amazonaws.com/similar-homes-module/city/city257.jpg,321,5,311
488,Entire home • South Carolyneberg,"Robust Home in Angiechester",https://s3.amazonaws.com/similar-homes-module/city/city73.jpg,354,2.5,413
489,Entire home • West Carli,"Back-end Duplex in Jeanville",https://s3.amazonaws.com/similar-homes-module/city/city438.jpg,1093,4.5,176
490,Private room • West Boyd,"Virtual Apartment in Katarinafort",https://s3.amazonaws.com/similar-homes-module/city/city442.jpg,1055,5,621
491,Hotel Room • Godfreyside,"Frictionless Chalet in New Donniehaven",https://s3.amazonaws.com/similar-homes-module/city/city499.jpg,1184,4.5,490
492,Private room • Jenkinsfurt,"Value-added Chalet in Port Malinda",https://s3.amazonaws.com/similar-homes-module/city/city353.jpg,1191,3.5,706
493,Entire home • Rogahnhaven,"Impactful Loft in South Ervin",https://s3.amazonaws.com/similar-homes-module/city/city21.jpg,1057,4.5,165
494,Private room • Port Trace,"Cutting-edge Villa in Treutelchester",https://s3.amazonaws.com/similar-homes-module/city/city65.jpg,1492,3.5,527
495,Private room • Lindgrenville,"Open-source Condo in North Ignaciostad",https://s3.amazonaws.com/similar-homes-module/city/city385.jpg,181,3.5,629
496,Private room • Emmerichhaven,"Rich Penthouse in East Kiarabury",https://s3.amazonaws.com/similar-homes-module/city/city8.jpg,679,3,297
497,Entire home • Port Missouri,"Scalable Town-Home in West Isaiah",https://s3.amazonaws.com/similar-homes-module/city/city46.jpg,547,2.5,711
498,Entire home • Samaramouth,"Ubiquitous Chalet in Kieratown",https://s3.amazonaws.com/similar-homes-module/city/city1012.jpg,1814,4.5,714
499,Hotel Room • East Una,"End-to-end Suite in North Adalinemouth",https://s3.amazonaws.com/similar-homes-module/city/city198.jpg,946,2.5,574
500,Entire home • New Ephraimburgh,"Clicks-and-mortar Yurt in Virgieburgh",https://s3.amazonaws.com/similar-homes-module/city/city822.jpg,953,3.5,78
501,Hotel Room • East Herta,"Back-end House in West Marianeport",https://s3.amazonaws.com/similar-homes-module/city/city971.jpg,177,3.5,373
502,Entire home • O'Haraview,"Leading-edge House in Port Dangelo",https://s3.amazonaws.com/similar-homes-module/city/city487.jpg,1469,3.5,361
503,Hotel Room • West Lisette,"Efficient Villa in Port Elinorside",https://s3.amazonaws.com/similar-homes-module/city/city577.jpg,1508,3,251
504,Entire home • South Rosina,"Value-added Chalet in Powlowskiborough",https://s3.amazonaws.com/similar-homes-module/city/city255.jpg,257,4.5,448
505,Hotel Room • Port Elta,"Leading-edge Bungaloo in West Camden",https://s3.amazonaws.com/similar-homes-module/city/city455.jpg,530,3,700
506,Private room • New Lucinda,"Intuitive Duplex in West Savannah",https://s3.amazonaws.com/similar-homes-module/city/city510.jpg,794,4.5,136
507,Private room • Burdettefort,"Back-end Terrace in New Bridgettefurt",https://s3.amazonaws.com/similar-homes-module/city/city478.jpg,399,5,538
508,Private room • Vellaberg,"Mission-critical Suite in Otiliahaven",https://s3.amazonaws.com/similar-homes-module/city/city202.jpg,1622,3.5,454
509,Private room • Christtown,"Cross-media Suite in Virginiaborough",https://s3.amazonaws.com/similar-homes-module/city/city371.jpg,693,2.5,62
510,Private room • East Taureanshire,"Cross-platform Yurt in Sheridanhaven",https://s3.amazonaws.com/similar-homes-module/city/city29.jpg,1477,3,99
511,Private room • Cristobalshire,"24/365 Yurt in North Brisamouth",https://s3.amazonaws.com/similar-homes-module/city/city143.jpg,1919,3.5,121
512,Private room • West Clairetown,"Real-time Home in Johnsonville",https://s3.amazonaws.com/similar-homes-module/city/city723.jpg,1413,4.5,183
513,Private room • Dickiborough,"Cross-media Villa in Luettgenborough",https://s3.amazonaws.com/similar-homes-module/city/city865.jpg,1160,3,622
514,Entire home • Port Wellingtonbury,"Value-added Suite in South Cieloville",https://s3.amazonaws.com/similar-homes-module/city/city727.jpg,723,3.5,563
515,Private room • Nyaville,"Leading-edge Yurt in Malvinaside",https://s3.amazonaws.com/similar-homes-module/city/city582.jpg,785,5,575
516,Hotel Room • Amaliaport,"Viral Vacation-House in South Colt",https://s3.amazonaws.com/similar-homes-module/city/city461.jpg,350,3,88
517,Private room • Justicetown,"Extensible Studio in North Mercedesburgh",https://s3.amazonaws.com/similar-homes-module/city/city650.jpg,1219,5,599
518,Entire home • Faheyside,"Sexy Villa in North Cooper",https://s3.amazonaws.com/similar-homes-module/city/city421.jpg,1567,4,733
519,Entire home • Port Zakary,"Next-generation Villa in North Raeganberg",https://s3.amazonaws.com/similar-homes-module/city/city334.jpg,1073,4.5,715
520,Hotel Room • Lulaburgh,"Bricks-and-clicks Chalet in Waelchibury",https://s3.amazonaws.com/similar-homes-module/city/city74.jpg,996,4,31
521,Private room • North Alvena,"User-centric Penthouse in South Cruz",https://s3.amazonaws.com/similar-homes-module/city/city745.jpg,367,3.5,391
522,Private room • Swiftfurt,"Out-of-the-box Condo in Aiyanafort",https://s3.amazonaws.com/similar-homes-module/city/city117.jpg,1552,2.5,420
523,Entire home • East Sydni,"Intuitive Home in Theashire",https://s3.amazonaws.com/similar-homes-module/city/city753.jpg,1225,5,574
524,Private room • West Lacey,"User-centric House in East Rachelle",https://s3.amazonaws.com/similar-homes-module/city/city8.jpg,1257,5,239
525,Private room • Ratkeville,"Frictionless Bungaloo in New Lilyshire",https://s3.amazonaws.com/similar-homes-module/city/city133.jpg,363,4.5,37
526,Private room • Lake Maurineton,"Customized Home in East Royal",https://s3.amazonaws.com/similar-homes-module/city/city194.jpg,347,2.5,660
527,Entire home • North Mathilde,"Sticky Vacation-House in Hegmannhaven",https://s3.amazonaws.com/similar-homes-module/city/city982.jpg,997,3.5,173
528,Hotel Room • Mooretown,"Cross-media Penthouse in South Perry",https://s3.amazonaws.com/similar-homes-module/city/city107.jpg,1768,3.5,271
529,Hotel Room • New Tiffany,"Vertical Town-Home in Justonchester",https://s3.amazonaws.com/similar-homes-module/city/city49.jpg,357,4.5,756
530,Hotel Room • Kiannaborough,"Innovative Chalet in Cordellburgh",https://s3.amazonaws.com/similar-homes-module/city/city640.jpg,764,4,575
531,Hotel Room • Jarrodfurt,"Impactful Home in East Melissamouth",https://s3.amazonaws.com/similar-homes-module/city/city945.jpg,1273,3,558
532,Private room • Masonfort,"Integrated Cabin in Stokesville",https://s3.amazonaws.com/similar-homes-module/city/city824.jpg,548,3.5,118
533,Hotel Room • West Lisaberg,"Scalable Chalet in East Julie",https://s3.amazonaws.com/similar-homes-module/city/city857.jpg,1114,3.5,457
534,Entire home • South Oranview,"User-centric Penthouse in Hudsonton",https://s3.amazonaws.com/similar-homes-module/city/city638.jpg,1785,5,737
535,Entire home • Ebbatown,"Customized Duplex in Josefinafurt",https://s3.amazonaws.com/similar-homes-module/city/city7.jpg,389,5,33
536,Private room • Howeberg,"Real-time Terrace in South Monserrat",https://s3.amazonaws.com/similar-homes-module/city/city72.jpg,907,4.5,91
537,Private room • North Grayson,"24/7 Duplex in Rosenbaumborough",https://s3.amazonaws.com/similar-homes-module/city/city418.jpg,1583,5,103
538,Private room • North Tanyafort,"Cross-media Town-Home in Harleyfurt",https://s3.amazonaws.com/similar-homes-module/city/city720.jpg,554,5,671
539,Entire home • New Kay,"Synergistic Condo in North Jadeview",https://s3.amazonaws.com/similar-homes-module/city/city304.jpg,1388,4,361
540,Private room • Port Kayleighstad,"Next-generation Penthouse in Port Billieborough",https://s3.amazonaws.com/similar-homes-module/city/city807.jpg,1215,2.5,41
541,Private room • Pierrehaven,"One-to-one Chalet in Sauerborough",https://s3.amazonaws.com/similar-homes-module/city/city10.jpg,1047,2.5,18
542,Hotel Room • South Jakestad,"Proactive Town-Home in South Conorchester",https://s3.amazonaws.com/similar-homes-module/city/city43.jpg,432,4.5,121
543,Private room • Quigleyfurt,"24/365 Duplex in Port Natasha",https://s3.amazonaws.com/similar-homes-module/city/city777.jpg,1023,4.5,445
544,Private room • West Heberchester,"Mission-critical Terrace in Hermannbury",https://s3.amazonaws.com/similar-homes-module/city/city49.jpg,544,4,389
545,Private room • Adelineside,"Open-source Studio in New Russbury",https://s3.amazonaws.com/similar-homes-module/city/city609.jpg,122,3.5,752
546,Hotel Room • New Willowmouth,"Sexy House in South Verner",https://s3.amazonaws.com/similar-homes-module/city/city1029.jpg,1300,5,58
547,Entire home • Marquisetown,"Extensible Condo in Lake Winonaview",https://s3.amazonaws.com/similar-homes-module/city/city593.jpg,1352,3.5,687
548,Hotel Room • South Aiyanaside,"Rich Bungaloo in Tressieside",https://s3.amazonaws.com/similar-homes-module/city/city454.jpg,1005,5,487
549,Private room • West Jean,"Intuitive Home in Port Brittanyhaven",https://s3.amazonaws.com/similar-homes-module/city/city903.jpg,327,3.5,483
550,Entire home • Jacinthefurt,"Synergistic Loft in Nellieside",https://s3.amazonaws.com/similar-homes-module/city/city764.jpg,270,4.5,507
551,Entire home • East Nels,"Vertical Yurt in Mohrtown",https://s3.amazonaws.com/similar-homes-module/city/city568.jpg,1963,4,195
552,Entire home • West Imeldaland,"Global Studio in West Dolores",https://s3.amazonaws.com/similar-homes-module/city/city429.jpg,1805,4,317
553,Hotel Room • Wardfurt,"Enterprise Suite in Lake Clementinefort",https://s3.amazonaws.com/similar-homes-module/city/city1017.jpg,1027,4.5,474
554,Private room • Beahanberg,"Next-generation Cabin in Port Gerryton",https://s3.amazonaws.com/similar-homes-module/city/city581.jpg,588,4,318
555,Private room • West Albertafurt,"Mission-critical Suite in Rupertmouth",https://s3.amazonaws.com/similar-homes-module/city/city882.jpg,546,4,81
556,Private room • Port Jedediahstad,"Magnetic Cabin in Barrowsfort",https://s3.amazonaws.com/similar-homes-module/city/city740.jpg,945,2.5,221
557,Hotel Room • West Zoie,"B2C Chalet in Edwardostad",https://s3.amazonaws.com/similar-homes-module/city/city402.jpg,1572,4.5,114
558,Entire home • Raynortown,"B2B Loft in Abigalefurt",https://s3.amazonaws.com/similar-homes-module/city/city421.jpg,533,5,138
559,Hotel Room • New Freddie,"Dynamic Home in Jessymouth",https://s3.amazonaws.com/similar-homes-module/city/city584.jpg,678,4.5,487
560,Private room • Orrinhaven,"Bricks-and-clicks Loft in Deckowport",https://s3.amazonaws.com/similar-homes-module/city/city323.jpg,452,4,763
561,Hotel Room • Nicolasberg,"Front-end Town-Home in New Nicolettestad",https://s3.amazonaws.com/similar-homes-module/city/city939.jpg,1024,4.5,344
562,Entire home • Port Rickie,"Enterprise Terrace in East Sophia",https://s3.amazonaws.com/similar-homes-module/city/city430.jpg,752,3,429
563,Private room • Sauerland,"Visionary Loft in South Gaetano",https://s3.amazonaws.com/similar-homes-module/city/city804.jpg,1060,5,376
564,Entire home • East Kiannamouth,"Extensible Yurt in Jeremiebury",https://s3.amazonaws.com/similar-homes-module/city/city392.jpg,450,3.5,644
565,Hotel Room • Daltonside,"Efficient Suite in Wisokyhaven",https://s3.amazonaws.com/similar-homes-module/city/city817.jpg,139,5,359
566,Entire home • South Daija,"Efficient Loft in Meaganfurt",https://s3.amazonaws.com/similar-homes-module/city/city281.jpg,1919,5,629
567,Entire home • Gilesburgh,"E-business Cabin in East Earnest",https://s3.amazonaws.com/similar-homes-module/city/city189.jpg,643,3.5,395
568,Private room • East Austinhaven,"Efficient Penthouse in West Cassandrafort",https://s3.amazonaws.com/similar-homes-module/city/city965.jpg,524,3,122
569,Hotel Room • East Colton,"Impactful Town-Home in West Nikkiview",https://s3.amazonaws.com/similar-homes-module/city/city102.jpg,886,4.5,746
570,Entire home • Lake Eliseshire,"Holistic Vacation-House in North Toy",https://s3.amazonaws.com/similar-homes-module/city/city698.jpg,320,5,377
571,Entire home • North Jeremie,"Dot-com Suite in Prohaskaport",https://s3.amazonaws.com/similar-homes-module/city/city754.jpg,602,3.5,177
572,Private room • North Oswald,"Granular Terrace in North Beverlyville",https://s3.amazonaws.com/similar-homes-module/city/city750.jpg,1918,2.5,752
573,Private room • Generalbury,"Visionary Suite in Ursulahaven",https://s3.amazonaws.com/similar-homes-module/city/city768.jpg,563,5,164
574,Private room • Lake Amanimouth,"Wireless Loft in New Thaddeusborough",https://s3.amazonaws.com/similar-homes-module/city/city330.jpg,1765,3.5,405
575,Private room • Uptonberg,"Innovative Cabin in Matteofurt",https://s3.amazonaws.com/similar-homes-module/city/city241.jpg,1881,2.5,371
576,Hotel Room • Metaside,"Customized Loft in Jocelynchester",https://s3.amazonaws.com/similar-homes-module/city/city583.jpg,1564,4,71
577,Hotel Room • North Sylvester,"Leading-edge Duplex in Okunevafurt",https://s3.amazonaws.com/similar-homes-module/city/city833.jpg,1738,3.5,228
578,Private room • Brooklynchester,"Visionary Studio in New Korey",https://s3.amazonaws.com/similar-homes-module/city/city8.jpg,129,4,558
579,Private room • Port Evalyn,"Robust Penthouse in North Abdullah",https://s3.amazonaws.com/similar-homes-module/city/city151.jpg,1954,3.5,58
580,Hotel Room • Angelinaton,"Compelling Condo in Alexandrineport",https://s3.amazonaws.com/similar-homes-module/city/city788.jpg,426,4.5,51
581,Entire home • Baileyport,"Intuitive Duplex in Abnerchester",https://s3.amazonaws.com/similar-homes-module/city/city27.jpg,1119,4,678
582,Private room • South Sierraborough,"Real-time Chalet in Port Kristofer",https://s3.amazonaws.com/similar-homes-module/city/city347.jpg,1627,4,150
583,Private room • Euniceview,"User-centric Apartment in West Roelchester",https://s3.amazonaws.com/similar-homes-module/city/city61.jpg,1134,3,698
584,Entire home • South Reinhold,"Intuitive Town-Home in Port Nasir",https://s3.amazonaws.com/similar-homes-module/city/city333.jpg,919,4.5,384
585,Private room • Hoppeberg,"Best-of-breed Home in Spencerland",https://s3.amazonaws.com/similar-homes-module/city/city872.jpg,1571,3.5,427
586,Entire home • West Reeseland,"Extensible Cabin in Joshuaside",https://s3.amazonaws.com/similar-homes-module/city/city85.jpg,1273,2.5,288
587,Hotel Room • Lake Chauncey,"Intuitive Chalet in New Kirstenborough",https://s3.amazonaws.com/similar-homes-module/city/city650.jpg,1429,2.5,39
588,Entire home • East Wavafort,"Frictionless Yurt in New Alexafurt",https://s3.amazonaws.com/similar-homes-module/city/city251.jpg,612,4.5,228
589,Private room • Aufderharmouth,"Efficient Studio in North Tiaborough",https://s3.amazonaws.com/similar-homes-module/city/city83.jpg,1942,4.5,270
590,Private room • South Ellie,"Clicks-and-mortar Bungaloo in West Cliffordland",https://s3.amazonaws.com/similar-homes-module/city/city722.jpg,1872,3.5,190
591,Private room • East Tania,"B2B Chalet in North Berneiceshire",https://s3.amazonaws.com/similar-homes-module/city/city687.jpg,1866,4.5,440
592,Entire home • North Jaycee,"Global Suite in South Hertaville",https://s3.amazonaws.com/similar-homes-module/city/city341.jpg,1141,3,405
593,Private room • Lake Ophelia,"Best-of-breed Terrace in Ervinside",https://s3.amazonaws.com/similar-homes-module/city/city398.jpg,806,4,127
594,Hotel Room • New Reedmouth,"Robust Apartment in North Jamesontown",https://s3.amazonaws.com/similar-homes-module/city/city491.jpg,1279,5,129
595,Entire home • Lake Javonteborough,"Extensible Town-Home in East Shad",https://s3.amazonaws.com/similar-homes-module/city/city25.jpg,620,3,273
596,Private room • Myrtleside,"World-class Loft in Oraburgh",https://s3.amazonaws.com/similar-homes-module/city/city701.jpg,504,3,406
597,Entire home • West Micahside,"Scalable Cabin in Nicolemouth",https://s3.amazonaws.com/similar-homes-module/city/city40.jpg,800,2.5,398
598,Hotel Room • Kundemouth,"User-centric Bungaloo in Kolbybury",https://s3.amazonaws.com/similar-homes-module/city/city985.jpg,267,3,775
599,Hotel Room • Rodriguezstad,"Web-enabled Studio in Lowellmouth",https://s3.amazonaws.com/similar-homes-module/city/city432.jpg,1254,4,535
600,Entire home • East Asha,"Killer Condo in West Tom",https://s3.amazonaws.com/similar-homes-module/city/city241.jpg,1057,5,58
601,Hotel Room • Kossmouth,"Visionary Yurt in North Jordystad",https://s3.amazonaws.com/similar-homes-module/city/city817.jpg,1776,4,122
602,Hotel Room • Lake Bridgetside,"Global Vacation-House in New Rosafurt",https://s3.amazonaws.com/similar-homes-module/city/city65.jpg,553,3,66
